epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,5202.42,0.45364,0.7983,0.24744,0.84905,0,0.98645,0.98879,0.98968,0.82325,0.97884,0.98113,0.98023,0.7155,0.74816,1.61641,0.33754,1.14817,0,0.00088021,0.00088021,0.00088021
123,5245.09,0.44033,0.77654,0.24564,0.84462,0,0.98466,0.98859,0.99009,0.82376,0.97825,0.98056,0.98168,0.71257,0.74984,1.65157,0.34196,1.16494,0,0.00087922,0.00087922,0.00087922
124,5286.91,0.43388,0.77142,0.24305,0.83812,0,0.98566,0.98798,0.98954,0.82627,0.97858,0.98083,0.98054,0.7159,0.73176,1.6276,0.33522,1.15758,0,0.00087823,0.00087823,0.00087823
125,5329.41,0.44365,0.79618,0.2451,0.84665,0,0.98526,0.98726,0.9893,0.82458,0.97964,0.98119,0.98241,0.71687,0.74179,1.63778,0.33641,1.16366,0,0.00087724,0.00087724,0.00087724
126,5372.67,0.43248,0.76906,0.2428,0.83949,0,0.98549,0.98789,0.98972,0.82545,0.97874,0.9801,0.98032,0.71719,0.73891,1.6753,0.33488,1.15726,0,0.00087625,0.00087625,0.00087625
127,5414.86,0.4534,0.80784,0.24874,0.84931,0,0.98533,0.987,0.98932,0.82317,0.97884,0.98041,0.9811,0.71651,0.74187,1.59338,0.33977,1.14599,0,0.00087526,0.00087526,0.00087526
128,5456.35,0.45116,0.79263,0.24691,0.85157,0,0.98626,0.98845,0.99027,0.82382,0.97995,0.98203,0.98173,0.71089,0.75377,1.62678,0.34031,1.14479,0,0.00087427,0.00087427,0.00087427
129,5500,0.43522,0.77223,0.24085,0.84176,0,0.98569,0.98862,0.98986,0.8259,0.97805,0.98107,0.98055,0.71793,0.73996,1.64366,0.33766,1.14901,0,0.00087328,0.00087328,0.00087328
130,5545.75,0.43561,0.78434,0.24087,0.84252,0,0.9843,0.98753,0.98902,0.82563,0.97907,0.98118,0.9821,0.71917,0.74456,1.64348,0.33785,1.15772,0,0.00087229,0.00087229,0.00087229
131,5588.02,0.43043,0.76486,0.24063,0.84133,0,0.98561,0.98711,0.98978,0.8282,0.97911,0.98072,0.98176,0.71957,0.73614,1.63566,0.33714,1.15136,0,0.0008713,0.0008713,0.0008713
132,5633.31,0.43007,0.76938,0.2421,0.83992,0,0.98541,0.98859,0.98974,0.82902,0.97926,0.9824,0.98197,0.72146,0.73218,1.61476,0.33331,1.15004,0,0.00087031,0.00087031,0.00087031
133,5681.31,0.4287,0.77038,0.24214,0.8398,0,0.98541,0.9889,0.98969,0.82797,0.97911,0.98202,0.98237,0.71816,0.73078,1.63151,0.33699,1.15325,0,0.00086932,0.00086932,0.00086932
134,5722.98,0.42645,0.75676,0.24197,0.84052,0,0.98577,0.98867,0.99014,0.82843,0.97876,0.98161,0.98253,0.71804,0.7318,1.64464,0.33482,1.15735,0,0.00086833,0.00086833,0.00086833
135,5768.24,0.42304,0.75708,0.23925,0.8372,0,0.98551,0.98714,0.98947,0.82705,0.9798,0.9814,0.98287,0.72184,0.73301,1.64083,0.33338,1.15239,0,0.00086734,0.00086734,0.00086734
136,5809.87,0.42832,0.76942,0.24016,0.83798,0,0.98477,0.98792,0.99,0.82571,0.97829,0.98123,0.98267,0.71854,0.73556,1.64557,0.33474,1.16415,0,0.00086635,0.00086635,0.00086635
137,5854.36,0.42156,0.74948,0.23724,0.83576,0,0.98572,0.9887,0.98961,0.8298,0.97886,0.98162,0.98135,0.71883,0.72342,1.62075,0.32995,1.14437,0,0.00086536,0.00086536,0.00086536
138,5896.02,0.40976,0.73594,0.23362,0.8315,0,0.9852,0.98828,0.98959,0.83072,0.97946,0.98186,0.98241,0.72048,0.72125,1.62033,0.33253,1.15384,0,0.00086437,0.00086437,0.00086437
139,5938.42,0.4117,0.73512,0.23334,0.83485,0,0.98643,0.9877,0.99007,0.8295,0.97967,0.98086,0.98231,0.72219,0.72395,1.62412,0.33313,1.15297,0,0.00086338,0.00086338,0.00086338
140,5981.94,0.41468,0.74292,0.23555,0.83458,0,0.98588,0.98736,0.98994,0.83023,0.9796,0.98093,0.98247,0.72256,0.72298,1.66581,0.33127,1.1511,0,0.00086239,0.00086239,0.00086239
141,6024.28,0.41964,0.75819,0.23556,0.83616,0,0.98632,0.98848,0.98991,0.83048,0.97911,0.98077,0.98093,0.72145,0.72226,1.64899,0.33061,1.1511,0,0.0008614,0.0008614,0.0008614
142,6066.01,0.41301,0.74111,0.23322,0.83402,0,0.98537,0.98779,0.98941,0.83171,0.97923,0.98096,0.98193,0.72642,0.71932,1.64008,0.32908,1.15281,0,0.00086041,0.00086041,0.00086041
143,6108.25,0.40955,0.73656,0.23275,0.83112,0,0.98647,0.98842,0.99008,0.83285,0.97955,0.9818,0.98247,0.72288,0.72077,1.65976,0.32569,1.15717,0,0.00085942,0.00085942,0.00085942
144,6149.86,0.41027,0.73698,0.23327,0.83207,0,0.98527,0.9878,0.98996,0.83146,0.97824,0.9804,0.98187,0.72305,0.72115,1.66672,0.32717,1.15526,0,0.00085843,0.00085843,0.00085843
145,6193.32,0.41772,0.74718,0.23675,0.83619,0,0.98592,0.98916,0.99016,0.8307,0.97955,0.98157,0.98207,0.72185,0.71887,1.65143,0.3276,1.14794,0,0.00085744,0.00085744,0.00085744
146,6235.01,0.40693,0.72429,0.23245,0.83159,0,0.98585,0.98918,0.99048,0.83369,0.97868,0.98166,0.98203,0.72584,0.71374,1.63365,0.32439,1.14802,0,0.00085645,0.00085645,0.00085645
147,6277.23,0.41057,0.7442,0.23464,0.83161,0,0.98597,0.98852,0.99009,0.83153,0.97906,0.98115,0.9821,0.72124,0.71643,1.66507,0.32685,1.15608,0,0.00085546,0.00085546,0.00085546
148,6318.98,0.41076,0.74224,0.23602,0.83602,0,0.98633,0.98787,0.98964,0.83129,0.98102,0.98268,0.98344,0.72375,0.71322,1.66526,0.32372,1.15497,0,0.00085447,0.00085447,0.00085447
149,6360.56,0.40967,0.73706,0.23331,0.83818,0,0.98633,0.98775,0.99022,0.83176,0.98036,0.98148,0.98339,0.72476,0.71478,1.64549,0.32562,1.15116,0,0.00085348,0.00085348,0.00085348
150,6402.03,0.40243,0.71902,0.23076,0.82812,0,0.98543,0.98696,0.9897,0.8334,0.98049,0.98176,0.98351,0.72782,0.71422,1.67049,0.32439,1.15804,0,0.00085249,0.00085249,0.00085249
151,6444.77,0.40105,0.714,0.22983,0.82826,0,0.98549,0.98759,0.99004,0.83363,0.97975,0.98185,0.98339,0.72142,0.71697,1.64521,0.3254,1.15302,0,0.0008515,0.0008515,0.0008515
152,6486.81,0.40519,0.7283,0.23088,0.83169,0,0.98681,0.98879,0.99063,0.83445,0.97971,0.98088,0.98234,0.72469,0.71483,1.63168,0.32283,1.15325,0,0.00085051,0.00085051,0.00085051
153,6528.62,0.40569,0.72365,0.2304,0.83176,0,0.98616,0.98823,0.99033,0.83487,0.97918,0.98087,0.98242,0.72454,0.71266,1.64816,0.32268,1.15625,0,0.00084952,0.00084952,0.00084952
154,6570.22,0.38923,0.69811,0.22477,0.82234,0,0.98546,0.98842,0.99024,0.83533,0.97831,0.98113,0.98178,0.72882,0.70912,1.65549,0.32426,1.15728,0,0.00084853,0.00084853,0.00084853
155,6612.73,0.3924,0.70543,0.22766,0.82543,0,0.98635,0.9883,0.99019,0.8355,0.97878,0.98068,0.98161,0.72473,0.71218,1.68747,0.32428,1.15413,0,0.00084754,0.00084754,0.00084754
156,6654.25,0.39172,0.70023,0.22603,0.8263,0,0.98594,0.98823,0.98998,0.83468,0.97886,0.98104,0.98213,0.7248,0.71119,1.67052,0.32133,1.15647,0,0.00084655,0.00084655,0.00084655
157,6695.79,0.38156,0.69332,0.22335,0.82121,0,0.98574,0.98921,0.99017,0.83763,0.97836,0.98129,0.98122,0.72835,0.70161,1.66541,0.32006,1.15841,0,0.00084556,0.00084556,0.00084556
158,6738.04,0.38809,0.70039,0.22532,0.82352,0,0.98579,0.98819,0.98956,0.83663,0.98043,0.98177,0.9828,0.72988,0.70103,1.65947,0.31994,1.16361,0,0.00084457,0.00084457,0.00084457
159,6780.4,0.39305,0.70934,0.2266,0.83102,0,0.98536,0.98795,0.9901,0.83728,0.97889,0.98129,0.98295,0.72749,0.70019,1.67513,0.32106,1.16257,0,0.00084358,0.00084358,0.00084358
160,6822.03,0.39379,0.70882,0.22896,0.82756,0,0.98568,0.98826,0.98972,0.83643,0.97896,0.98124,0.98182,0.72675,0.70848,1.65283,0.3226,1.15289,0,0.00084259,0.00084259,0.00084259
161,6863.91,0.39708,0.72709,0.22763,0.83239,0,0.98635,0.98926,0.99028,0.83809,0.9797,0.98261,0.98283,0.72962,0.70241,1.64162,0.32016,1.15123,0,0.0008416,0.0008416,0.0008416
162,6906.29,0.39037,0.7038,0.22492,0.82624,0,0.98569,0.98902,0.99004,0.83727,0.97939,0.98244,0.98246,0.72633,0.70036,1.66806,0.32115,1.15469,0,0.00084061,0.00084061,0.00084061
163,6947.89,0.38163,0.69422,0.22242,0.82301,0,0.98604,0.98839,0.99033,0.83994,0.9801,0.98224,0.98331,0.73089,0.70031,1.68041,0.31924,1.15795,0,0.00083962,0.00083962,0.00083962
164,6990.19,0.38052,0.68909,0.2226,0.82116,0,0.98618,0.98886,0.99044,0.83829,0.97933,0.98177,0.98285,0.73005,0.69711,1.6812,0.31991,1.1595,0,0.00083863,0.00083863,0.00083863
165,7031.78,0.37656,0.67981,0.22073,0.81954,0,0.98595,0.98811,0.98961,0.83693,0.97979,0.98186,0.98214,0.73013,0.69688,1.66485,0.31723,1.16894,0,0.00083764,0.00083764,0.00083764
166,7073.31,0.37392,0.68297,0.21896,0.81648,0,0.98614,0.98816,0.99021,0.8384,0.98083,0.98221,0.98282,0.73003,0.69593,1.69213,0.31794,1.16935,0,0.00083665,0.00083665,0.00083665
167,7114.97,0.37726,0.68041,0.22179,0.8189,0,0.98621,0.98775,0.99002,0.83972,0.9799,0.98138,0.98196,0.73086,0.69893,1.6707,0.31969,1.16061,0,0.00083566,0.00083566,0.00083566
168,7156.5,0.37394,0.68143,0.22049,0.81833,0,0.98595,0.98771,0.99008,0.83985,0.97928,0.98127,0.98159,0.73145,0.69518,1.66726,0.31879,1.15758,0,0.00083467,0.00083467,0.00083467
169,7198.78,0.38549,0.69952,0.22332,0.82533,0,0.98496,0.98809,0.99028,0.84085,0.97867,0.98162,0.9823,0.73267,0.69271,1.64449,0.31722,1.15691,0,0.00083368,0.00083368,0.00083368
170,7241.16,0.37952,0.68606,0.22178,0.82418,0,0.98558,0.9885,0.99045,0.84136,0.97921,0.98179,0.98249,0.73215,0.69229,1.63931,0.31513,1.14978,0,0.00083269,0.00083269,0.00083269
171,7282.85,0.37552,0.67605,0.22007,0.8183,0,0.98584,0.98738,0.98992,0.8405,0.97929,0.98017,0.98163,0.73208,0.69245,1.66106,0.31753,1.15648,0,0.0008317,0.0008317,0.0008317
172,7324.61,0.37224,0.68051,0.21827,0.82036,0,0.98651,0.98752,0.99024,0.83962,0.98001,0.98084,0.98262,0.72973,0.68886,1.70043,0.31717,1.15839,0,0.00083071,0.00083071,0.00083071
173,7366.36,0.38001,0.68262,0.22101,0.82695,0,0.98639,0.98789,0.99006,0.83864,0.98025,0.98142,0.98302,0.73037,0.69335,1.68003,0.31864,1.15896,0,0.00082972,0.00082972,0.00082972
174,7407.82,0.37256,0.67446,0.21885,0.81701,0,0.98566,0.98791,0.98976,0.83861,0.97934,0.98118,0.98279,0.72959,0.68929,1.66858,0.316,1.15572,0,0.00082873,0.00082873,0.00082873
175,7451.69,0.37634,0.67971,0.21951,0.82281,0,0.9858,0.98764,0.98957,0.84006,0.98021,0.9818,0.98294,0.73061,0.68395,1.692,0.31511,1.15466,0,0.00082774,0.00082774,0.00082774
176,7493.22,0.36935,0.67191,0.21635,0.81889,0,0.98612,0.98795,0.98993,0.84196,0.97966,0.98125,0.98226,0.73168,0.6805,1.65688,0.3132,1.14724,0,0.00082675,0.00082675,0.00082675
177,7538.54,0.36996,0.67676,0.21705,0.81827,0,0.98593,0.9881,0.98967,0.84087,0.9795,0.98151,0.98243,0.72939,0.6889,1.6733,0.31572,1.1521,0,0.00082576,0.00082576,0.00082576
178,7580.25,0.37975,0.69051,0.2196,0.83048,0,0.98544,0.98818,0.98946,0.84011,0.97883,0.98088,0.98164,0.72985,0.68709,1.68037,0.3163,1.15222,0,0.00082477,0.00082477,0.00082477
179,7621.98,0.37417,0.67745,0.21849,0.81814,0,0.98594,0.98821,0.98973,0.83781,0.97921,0.981,0.98182,0.72703,0.69478,1.68939,0.31952,1.15807,0,0.00082378,0.00082378,0.00082378
180,7663.65,0.37404,0.67856,0.21842,0.82039,0,0.98437,0.98799,0.98966,0.84003,0.97731,0.98034,0.98119,0.72948,0.68977,1.68278,0.31861,1.16423,0,0.00082279,0.00082279,0.00082279
181,7705.31,0.37765,0.67494,0.21823,0.81993,0,0.98527,0.98767,0.99002,0.84207,0.97828,0.98057,0.98166,0.73258,0.68383,1.66546,0.31533,1.1539,0,0.0008218,0.0008218,0.0008218
182,7747.85,0.38814,0.67795,0.21993,0.82374,0,0.98595,0.98797,0.98974,0.84187,0.97912,0.98104,0.98226,0.73336,0.68364,1.65777,0.31347,1.1494,0,0.00082081,0.00082081,0.00082081
183,7790.24,0.35059,0.6305,0.20979,0.8106,0,0.98596,0.98917,0.98998,0.84474,0.9791,0.98138,0.98175,0.73427,0.67454,1.69327,0.31146,1.14917,0,0.00081982,0.00081982,0.00081982
184,7832.5,0.35424,0.65126,0.20986,0.81244,0,0.98579,0.9882,0.98995,0.8423,0.97918,0.98152,0.98285,0.73538,0.68008,1.70216,0.31378,1.15648,0,0.00081883,0.00081883,0.00081883
185,7877.41,0.35822,0.6505,0.21149,0.81207,0,0.98712,0.98857,0.98966,0.84212,0.98066,0.9821,0.98269,0.73588,0.67924,1.68969,0.31532,1.16041,0,0.00081784,0.00081784,0.00081784
186,7919.11,0.36008,0.65744,0.21185,0.81402,0,0.98641,0.98837,0.98999,0.84267,0.98003,0.98163,0.98327,0.73359,0.68175,1.67893,0.31265,1.16765,0,0.00081685,0.00081685,0.00081685
187,7963.63,0.36706,0.66245,0.21679,0.81817,0,0.98647,0.98791,0.99002,0.83994,0.97899,0.98014,0.9816,0.73081,0.68801,1.68001,0.31452,1.16185,0,0.00081586,0.00081586,0.00081586
188,8005.18,0.36148,0.65382,0.21492,0.81515,0,0.98629,0.98899,0.99055,0.84241,0.97942,0.9821,0.98299,0.73417,0.68168,1.67917,0.31507,1.15188,0,0.00081487,0.00081487,0.00081487
189,8046.82,0.35708,0.65496,0.21325,0.81399,0,0.98749,0.98877,0.99041,0.84355,0.98036,0.9816,0.98258,0.73453,0.67434,1.66981,0.31137,1.15782,0,0.00081388,0.00081388,0.00081388
190,8088.33,0.36128,0.66158,0.2138,0.81549,0,0.98655,0.98859,0.99017,0.84393,0.97989,0.98168,0.98218,0.73381,0.67783,1.66939,0.31226,1.15824,0,0.00081289,0.00081289,0.00081289
191,8129.83,0.35261,0.65008,0.21072,0.81282,0,0.98641,0.98815,0.98983,0.84423,0.97888,0.98066,0.98146,0.73532,0.67819,1.70221,0.31397,1.15761,0,0.0008119,0.0008119,0.0008119
192,8172,0.34949,0.6427,0.20962,0.80917,0,0.98647,0.98875,0.99011,0.84492,0.97928,0.98154,0.98286,0.73586,0.67551,1.69967,0.31179,1.16024,0,0.00081091,0.00081091,0.00081091
193,8214.42,0.34528,0.63335,0.20842,0.80817,0,0.98601,0.98849,0.98977,0.84459,0.97951,0.98134,0.98248,0.73664,0.67611,1.70295,0.31197,1.1611,0,0.00080992,0.00080992,0.00080992
194,8256.61,0.34458,0.63358,0.20785,0.80965,0,0.98617,0.98789,0.99005,0.84571,0.9787,0.98035,0.98144,0.73627,0.6735,1.70803,0.31036,1.15783,0,0.00080893,0.00080893,0.00080893
195,8303.77,0.34671,0.6409,0.20782,0.81061,0,0.98677,0.98854,0.98987,0.84606,0.98008,0.98178,0.9823,0.73737,0.66791,1.699,0.31013,1.1546,0,0.00080794,0.00080794,0.00080794
196,8351.74,0.35333,0.65424,0.21013,0.8122,0,0.98617,0.98854,0.99013,0.84667,0.97851,0.98072,0.98145,0.73611,0.66823,1.66841,0.30784,1.15148,0,0.00080695,0.00080695,0.00080695
197,8393.49,0.34968,0.64596,0.2107,0.81109,0,0.9863,0.98779,0.9899,0.8446,0.98008,0.98117,0.98243,0.73557,0.67493,1.70043,0.3093,1.15233,0,0.00080596,0.00080596,0.00080596
198,8439.16,0.34572,0.64141,0.20733,0.81072,0,0.98615,0.98807,0.9899,0.84715,0.98047,0.98241,0.98331,0.73883,0.66462,1.65591,0.3073,1.15027,0,0.00080497,0.00080497,0.00080497
199,8481.4,0.346,0.63257,0.20795,0.80865,0,0.98644,0.98793,0.98989,0.84621,0.97929,0.98077,0.98165,0.7377,0.67086,1.70736,0.3075,1.15686,0,0.00080398,0.00080398,0.00080398
200,8523.09,0.34478,0.63061,0.20824,0.80986,0,0.98628,0.9879,0.98968,0.84647,0.97951,0.98085,0.98196,0.73508,0.67063,1.68974,0.30719,1.15989,0,0.00080299,0.00080299,0.00080299
201,8565.66,0.34709,0.63703,0.20679,0.80879,0,0.9863,0.98771,0.98964,0.8466,0.97996,0.98099,0.98212,0.73817,0.66757,1.67371,0.30795,1.15446,0,0.000802,0.000802,0.000802
202,8607.27,0.34507,0.63692,0.20755,0.80966,0,0.98665,0.98758,0.98998,0.84528,0.98004,0.98092,0.98226,0.73756,0.66617,1.69205,0.30943,1.15593,0,0.00080101,0.00080101,0.00080101
203,8648.95,0.33908,0.61634,0.2064,0.8054,0,0.98676,0.98836,0.99003,0.84555,0.98038,0.98142,0.98277,0.73628,0.66538,1.69552,0.30671,1.15484,0,0.00080002,0.00080002,0.00080002
204,8690.49,0.34462,0.63916,0.20805,0.81191,0,0.98672,0.98841,0.98997,0.84597,0.97908,0.98062,0.9816,0.73391,0.67459,1.69678,0.30899,1.15974,0,0.00079903,0.00079903,0.00079903
205,8732.08,0.34563,0.63307,0.20807,0.81011,0,0.98661,0.98807,0.99005,0.84697,0.97981,0.98173,0.98242,0.73627,0.66736,1.68677,0.30729,1.15813,0,0.00079804,0.00079804,0.00079804
206,8773.59,0.33762,0.62691,0.20419,0.80789,0,0.9873,0.98824,0.99022,0.84831,0.98028,0.98115,0.98254,0.73888,0.66386,1.68161,0.30497,1.15142,0,0.00079705,0.00079705,0.00079705
207,8815.91,0.33812,0.61826,0.20428,0.8069,0,0.98683,0.98774,0.99009,0.8486,0.98002,0.9811,0.98216,0.73929,0.66098,1.69127,0.3053,1.15358,0,0.00079606,0.00079606,0.00079606
208,8858.16,0.34008,0.61658,0.20569,0.80592,0,0.98626,0.9881,0.99024,0.84886,0.97926,0.981,0.98241,0.73794,0.66407,1.69783,0.30588,1.1533,0,0.00079507,0.00079507,0.00079507
209,8899.84,0.3432,0.63312,0.20569,0.81006,0,0.98717,0.98826,0.99029,0.84909,0.9796,0.98065,0.98266,0.73827,0.66042,1.73176,0.3054,1.15786,0,0.00079408,0.00079408,0.00079408
210,8941.49,0.3354,0.61609,0.20246,0.80437,0,0.98717,0.98835,0.99043,0.84866,0.9797,0.98062,0.98219,0.73854,0.66341,1.69784,0.30552,1.15878,0,0.00079309,0.00079309,0.00079309
211,8983.16,0.32252,0.59458,0.19843,0.80098,0,0.98722,0.98787,0.99017,0.8498,0.97881,0.98096,0.98195,0.73881,0.65927,1.70738,0.3031,1.16179,0,0.0007921,0.0007921,0.0007921
212,9025.44,0.33037,0.60899,0.2006,0.80834,0,0.98706,0.98816,0.99029,0.85036,0.98112,0.982,0.98383,0.7399,0.65667,1.69603,0.30126,1.15833,0,0.00079111,0.00079111,0.00079111
213,9067.76,0.33079,0.61309,0.20309,0.80447,0,0.98713,0.98808,0.99021,0.85021,0.98037,0.98211,0.98327,0.74122,0.65651,1.6809,0.30351,1.15615,0,0.00079012,0.00079012,0.00079012
214,9110.04,0.33258,0.61367,0.20374,0.80502,0,0.98729,0.98867,0.99041,0.84979,0.98023,0.98152,0.98223,0.74126,0.6589,1.69155,0.30257,1.15713,0,0.00078913,0.00078913,0.00078913
215,9151.75,0.33415,0.61872,0.20352,0.80475,0,0.98731,0.98839,0.99023,0.84931,0.97985,0.98084,0.98244,0.73989,0.6581,1.70207,0.30236,1.15677,0,0.00078814,0.00078814,0.00078814
216,9193.32,0.32605,0.60768,0.20072,0.80282,0,0.98741,0.98908,0.99031,0.85008,0.98061,0.98192,0.98316,0.74018,0.65672,1.71167,0.30151,1.16155,0,0.00078715,0.00078715,0.00078715
217,9234.82,0.33136,0.61282,0.20396,0.80461,0,0.98685,0.98779,0.98984,0.84954,0.97973,0.98102,0.98271,0.74152,0.65908,1.71217,0.30348,1.16287,0,0.00078616,0.00078616,0.00078616
218,9276.47,0.33354,0.61608,0.2024,0.80764,0,0.98696,0.98841,0.98972,0.84906,0.98011,0.98149,0.98237,0.74105,0.65732,1.70968,0.3029,1.15747,0,0.00078517,0.00078517,0.00078517
219,9318.08,0.33671,0.61639,0.20431,0.80703,0,0.98669,0.98852,0.99005,0.84924,0.98016,0.98203,0.98311,0.74121,0.65815,1.70472,0.30239,1.16042,0,0.00078418,0.00078418,0.00078418
220,9359.82,0.31967,0.59204,0.19843,0.80098,0,0.98698,0.98856,0.9901,0.84962,0.9803,0.98171,0.98285,0.73971,0.65804,1.74285,0.30332,1.1674,0,0.00078319,0.00078319,0.00078319
221,9401.24,0.33702,0.62519,0.20322,0.81856,0,0.98694,0.98939,0.99009,0.8497,0.98015,0.98197,0.98287,0.74058,0.65999,1.71554,0.30319,1.16735,0,0.0007822,0.0007822,0.0007822
222,9442.86,0.33821,0.63303,0.20346,0.81022,0,0.98666,0.98902,0.99022,0.85073,0.98013,0.98184,0.98347,0.7419,0.65601,1.69597,0.30198,1.16121,0,0.00078121,0.00078121,0.00078121
223,9486.48,0.33743,0.62123,0.20382,0.80782,0,0.98627,0.98916,0.99014,0.85027,0.97877,0.98223,0.98271,0.74078,0.65703,1.69679,0.30558,1.15971,0,0.00078022,0.00078022,0.00078022
224,9528.11,0.32812,0.61209,0.20096,0.80428,0,0.98641,0.98902,0.9899,0.84969,0.97851,0.98086,0.98186,0.73903,0.6578,1.69982,0.30443,1.15871,0,0.00077923,0.00077923,0.00077923
225,9569.66,0.33169,0.60985,0.20197,0.80499,0,0.98639,0.98926,0.98982,0.84994,0.9785,0.98083,0.98155,0.74037,0.65721,1.71975,0.30339,1.16129,0,0.00077824,0.00077824,0.00077824
226,9611.13,0.32504,0.60856,0.19902,0.8042,0,0.98646,0.98893,0.98936,0.84861,0.97998,0.98203,0.98209,0.7391,0.65478,1.71833,0.30218,1.16148,0,0.00077725,0.00077725,0.00077725
227,9652.75,0.32362,0.60155,0.19963,0.80358,0,0.98642,0.98911,0.98964,0.85011,0.97909,0.98176,0.98151,0.73945,0.65484,1.72195,0.30151,1.15916,0,0.00077626,0.00077626,0.00077626
228,9694.38,0.33568,0.61526,0.20298,0.8137,0,0.98658,0.98834,0.9898,0.85044,0.98005,0.98177,0.98213,0.74153,0.65428,1.73166,0.30108,1.16046,0,0.00077527,0.00077527,0.00077527
229,9735.9,0.33239,0.61773,0.20282,0.80684,0,0.98637,0.98796,0.98991,0.85002,0.97904,0.98067,0.98181,0.74162,0.65706,1.72532,0.3007,1.16217,0,0.00077428,0.00077428,0.00077428
230,9777.5,0.32634,0.60079,0.20032,0.80563,0,0.98689,0.98869,0.98974,0.84972,0.97979,0.98171,0.98206,0.7405,0.65365,1.71438,0.2999,1.15833,0,0.00077329,0.00077329,0.00077329
231,9819.21,0.33597,0.64101,0.20153,0.80826,0,0.98658,0.98862,0.98983,0.8509,0.97962,0.98163,0.9824,0.73989,0.65314,1.71663,0.30037,1.15787,0,0.0007723,0.0007723,0.0007723
232,9861,0.32233,0.58946,0.19717,0.80239,0,0.98675,0.98886,0.98968,0.85193,0.97982,0.98171,0.98184,0.74247,0.65095,1.71668,0.30053,1.15638,0,0.00077131,0.00077131,0.00077131
233,9903.5,0.31699,0.59069,0.19591,0.80057,0,0.98688,0.98826,0.98948,0.85087,0.97953,0.98083,0.98122,0.74357,0.65015,1.72055,0.30117,1.16045,0,0.00077032,0.00077032,0.00077032
234,9946.87,0.32119,0.59517,0.19742,0.80288,0,0.98652,0.98802,0.98975,0.85124,0.97925,0.98071,0.98157,0.74348,0.6486,1.7232,0.29998,1.15929,0,0.00076933,0.00076933,0.00076933
235,9989.3,0.33567,0.62549,0.20098,0.81058,0,0.98631,0.98801,0.98984,0.85203,0.97955,0.98089,0.98175,0.74309,0.64861,1.71089,0.29839,1.15803,0,0.00076834,0.00076834,0.00076834
236,10031.6,0.33282,0.62123,0.20096,0.80711,0,0.98612,0.98796,0.9897,0.8526,0.97936,0.98116,0.98164,0.7429,0.64657,1.70308,0.29902,1.1547,0,0.00076735,0.00076735,0.00076735
237,10079.4,0.32188,0.59332,0.19857,0.80195,0,0.98683,0.98875,0.9897,0.85203,0.97995,0.98182,0.98209,0.7432,0.64867,1.70441,0.29899,1.15696,0,0.00076636,0.00076636,0.00076636
238,10121,0.31958,0.58772,0.19731,0.80122,0,0.98653,0.98889,0.98993,0.85248,0.97955,0.9819,0.982,0.74452,0.64691,1.69776,0.29768,1.15645,0,0.00076537,0.00076537,0.00076537
239,10164.9,0.31598,0.58236,0.19547,0.7977,0,0.98649,0.98852,0.9897,0.85255,0.97965,0.98163,0.98191,0.74307,0.64589,1.70014,0.29872,1.15511,0,0.00076438,0.00076438,0.00076438
240,10206.5,0.31671,0.59451,0.19573,0.80128,0,0.98685,0.98887,0.98971,0.85238,0.97949,0.98147,0.98143,0.74193,0.64424,1.70092,0.29871,1.15755,0,0.00076339,0.00076339,0.00076339
241,10251.5,0.32302,0.5901,0.19713,0.80325,0,0.98682,0.98875,0.98973,0.8514,0.97945,0.98125,0.98151,0.74152,0.64625,1.71315,0.29837,1.16177,0,0.0007624,0.0007624,0.0007624
242,10293.2,0.31994,0.59717,0.19543,0.80148,0,0.9871,0.98808,0.98975,0.8514,0.98089,0.9818,0.98322,0.74204,0.64633,1.71117,0.29772,1.16555,0,0.00076141,0.00076141,0.00076141
243,10334.8,0.32471,0.59727,0.19816,0.80276,0,0.98674,0.98846,0.99005,0.85107,0.98001,0.98151,0.98297,0.74239,0.64913,1.70232,0.29872,1.16164,0,0.00076042,0.00076042,0.00076042
244,10376.4,0.31933,0.59193,0.19682,0.8013,0,0.98657,0.98935,0.99008,0.85224,0.97888,0.98148,0.98146,0.74222,0.64641,1.72602,0.29779,1.15998,0,0.00075943,0.00075943,0.00075943
245,10417.9,0.32075,0.59441,0.19775,0.80397,0,0.98748,0.9894,0.99003,0.85129,0.97906,0.98086,0.98061,0.74001,0.64882,1.72632,0.29716,1.16494,0,0.00075844,0.00075844,0.00075844
246,10459.5,0.32103,0.59968,0.19679,0.80449,0,0.98723,0.98956,0.98991,0.85196,0.97962,0.98173,0.98191,0.74268,0.64745,1.71725,0.29643,1.16295,0,0.00075745,0.00075745,0.00075745
247,10501.1,0.31733,0.58927,0.19655,0.80013,0,0.9868,0.98878,0.98997,0.85165,0.9788,0.98057,0.98156,0.74282,0.64833,1.71549,0.29737,1.16175,0,0.00075646,0.00075646,0.00075646
