epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,5059.56,0.20895,0.41339,0.14585,0.77475,0,0.98654,0.9889,0.99014,0.86174,0.97992,0.98235,0.98372,0.75773,0.59953,2.08324,0.27821,1.22387,0,0.000632198,0.000632198,0.000632198
122,5100.96,0.21296,0.42045,0.14682,0.77583,0,0.98575,0.98861,0.99007,0.86146,0.97811,0.98096,0.98198,0.75787,0.59691,2.09026,0.27713,1.22008,0,0.000629133,0.000629133,0.000629133
123,5142.5,0.21075,0.41015,0.14607,0.77404,0,0.98683,0.98839,0.99015,0.86257,0.98038,0.98196,0.98363,0.75514,0.59597,2.0785,0.27588,1.21644,0,0.000626068,0.000626068,0.000626068
124,5183.93,0.20605,0.40598,0.14377,0.77138,0,0.98655,0.98804,0.99006,0.86282,0.97937,0.98092,0.98275,0.75809,0.59479,2.13904,0.27559,1.22102,0,0.000623003,0.000623003,0.000623003
125,5226.05,0.2073,0.40731,0.14318,0.77354,0,0.98711,0.98883,0.99039,0.86357,0.97959,0.98133,0.98286,0.75831,0.5929,2.09511,0.27537,1.2151,0,0.000619938,0.000619938,0.000619938
126,5268.34,0.19966,0.39088,0.14061,0.77188,0,0.98718,0.98877,0.99028,0.86368,0.97919,0.98062,0.98234,0.75749,0.59096,2.13287,0.2734,1.22061,0,0.000616873,0.000616873,0.000616873
127,5310,0.20657,0.41334,0.14301,0.77263,0,0.98615,0.9882,0.99012,0.86229,0.97959,0.98164,0.98332,0.75835,0.59439,2.08575,0.27491,1.2222,0,0.000613808,0.000613808,0.000613808
128,5351.66,0.20873,0.41114,0.14377,0.77406,0,0.98616,0.9891,0.99046,0.86406,0.98045,0.98113,0.98342,0.75613,0.5935,2.08063,0.27455,1.21467,0,0.000610743,0.000610743,0.000610743
129,5393.03,0.20475,0.40244,0.1436,0.77216,0,0.98652,0.98862,0.99043,0.86323,0.97995,0.98165,0.98312,0.7588,0.59261,2.06555,0.27305,1.21959,0,0.000607678,0.000607678,0.000607678
130,5435.35,0.20677,0.41333,0.14316,0.7738,0,0.98707,0.98899,0.99032,0.86348,0.97889,0.9808,0.98186,0.75929,0.59229,2.02878,0.27191,1.22403,0,0.000604613,0.000604613,0.000604613
131,5477.77,0.20502,0.40238,0.14307,0.77405,0,0.98648,0.98851,0.99064,0.86279,0.97869,0.98034,0.98255,0.75601,0.5975,2.08878,0.27579,1.22038,0,0.000601548,0.000601548,0.000601548
132,5519.37,0.20361,0.40282,0.1427,0.77273,0,0.98631,0.98873,0.99013,0.86385,0.97835,0.98057,0.98217,0.75776,0.58855,2.11248,0.27432,1.22001,0,0.000598483,0.000598483,0.000598483
133,5560.75,0.20773,0.40919,0.14435,0.7737,0,0.98689,0.9886,0.99056,0.86205,0.97974,0.98144,0.98305,0.7548,0.60429,2.12056,0.27609,1.23173,0,0.000595418,0.000595418,0.000595418
134,5602.16,0.21004,0.40857,0.14536,0.77497,0,0.98701,0.98833,0.9901,0.86355,0.98022,0.9811,0.98294,0.75704,0.59183,2.07267,0.27408,1.21303,0,0.000592353,0.000592353,0.000592353
135,5643.73,0.20268,0.402,0.14193,0.77212,0,0.9873,0.9883,0.99035,0.86267,0.97981,0.98079,0.98274,0.75618,0.59727,2.16032,0.27389,1.22592,0,0.000589288,0.000589288,0.000589288
136,5685.21,0.20738,0.4093,0.14261,0.7743,0,0.98686,0.9886,0.99054,0.86474,0.97898,0.98065,0.98263,0.76051,0.59211,2.10929,0.27186,1.22125,0,0.000586223,0.000586223,0.000586223
137,5727.51,0.20139,0.39734,0.14119,0.77412,0,0.98589,0.9885,0.99063,0.86495,0.97887,0.98149,0.98364,0.75728,0.59316,2.1072,0.27379,1.21788,0,0.000583158,0.000583158,0.000583158
138,5769.06,0.20123,0.39828,0.14074,0.7729,0,0.98664,0.98879,0.99056,0.8651,0.97958,0.98177,0.98371,0.75923,0.5837,2.09386,0.26874,1.22011,0,0.000580093,0.000580093,0.000580093
139,5810.66,0.20071,0.39681,0.14078,0.77296,0,0.98677,0.9886,0.99065,0.86465,0.97916,0.98098,0.98274,0.75983,0.58508,2.08627,0.27044,1.21654,0,0.000577028,0.000577028,0.000577028
140,5852.01,0.20034,0.39688,0.14043,0.77247,0,0.98658,0.9888,0.99068,0.86473,0.97895,0.98102,0.9832,0.75778,0.58852,2.10039,0.27205,1.21587,0,0.000573963,0.000573963,0.000573963
141,5893.55,0.20489,0.4073,0.14229,0.7734,0,0.98627,0.98847,0.9905,0.86519,0.97896,0.98099,0.98285,0.76158,0.58284,2.03331,0.26958,1.21168,0,0.000570898,0.000570898,0.000570898
142,5935.8,0.20173,0.39808,0.14187,0.77284,0,0.98626,0.98854,0.99032,0.86486,0.97904,0.98127,0.98295,0.75963,0.58553,2.13991,0.27084,1.21207,0,0.000567833,0.000567833,0.000567833
143,5977.38,0.1977,0.39473,0.13969,0.77148,0,0.98591,0.98939,0.99001,0.86576,0.97887,0.98202,0.9831,0.7616,0.5809,2.09165,0.27038,1.21339,0,0.000564768,0.000564768,0.000564768
144,6020.55,0.1993,0.39406,0.14084,0.77243,0,0.98643,0.98937,0.99033,0.86468,0.97871,0.98154,0.98243,0.76079,0.58138,2.12936,0.26952,1.21526,0,0.000561703,0.000561703,0.000561703
145,6061.91,0.20585,0.40619,0.14273,0.77499,0,0.98689,0.98869,0.99035,0.86545,0.97984,0.98125,0.98253,0.75924,0.58369,2.07434,0.26908,1.20919,0,0.000558638,0.000558638,0.000558638
146,6103.59,0.19733,0.38989,0.13994,0.77271,0,0.98549,0.98921,0.99057,0.86498,0.97816,0.98135,0.98321,0.76056,0.58782,2.11253,0.27239,1.217,0,0.000555573,0.000555573,0.000555573
147,6145.32,0.20093,0.40393,0.14137,0.77212,0,0.98568,0.98924,0.99059,0.86483,0.97766,0.98107,0.98225,0.76078,0.58687,2.08692,0.27058,1.21296,0,0.000552508,0.000552508,0.000552508
148,6186.96,0.20012,0.3958,0.14034,0.77312,0,0.98564,0.9885,0.99045,0.86499,0.97794,0.98073,0.9822,0.75875,0.5914,2.11099,0.27412,1.22181,0,0.000549443,0.000549443,0.000549443
149,6228.4,0.19861,0.39789,0.13966,0.77128,0,0.9862,0.98836,0.99042,0.86386,0.97883,0.98086,0.98269,0.75794,0.59178,2.15864,0.27345,1.22519,0,0.000546378,0.000546378,0.000546378
150,6270,0.19839,0.38893,0.13951,0.77081,0,0.98573,0.98867,0.99028,0.86397,0.97735,0.98048,0.98176,0.75846,0.58631,2.15282,0.27257,1.22332,0,0.000543313,0.000543313,0.000543313
151,6311.54,0.19561,0.38538,0.13891,0.77162,0,0.98585,0.98823,0.99022,0.86401,0.97722,0.97942,0.98127,0.75844,0.58735,2.13546,0.27334,1.21828,0,0.000540248,0.000540248,0.000540248
152,6352.89,0.20109,0.40014,0.14111,0.77317,0,0.98656,0.98879,0.99055,0.86381,0.9782,0.97963,0.98162,0.75939,0.58569,2.12656,0.27323,1.22178,0,0.000537183,0.000537183,0.000537183
153,6394.37,0.19887,0.39307,0.14061,0.7735,0,0.9867,0.98861,0.99057,0.86511,0.97885,0.9807,0.98289,0.75961,0.58468,2.11935,0.27105,1.21807,0,0.000534118,0.000534118,0.000534118
154,6435.8,0.19286,0.38213,0.13831,0.76988,0,0.98638,0.98852,0.99049,0.86671,0.97886,0.98128,0.98307,0.76315,0.58175,2.14598,0.2704,1.21716,0,0.000531053,0.000531053,0.000531053
155,6478.18,0.19733,0.38657,0.13965,0.77142,0,0.98565,0.98857,0.99047,0.86465,0.97796,0.98083,0.98228,0.76009,0.58845,2.1862,0.2719,1.22697,0,0.000527988,0.000527988,0.000527988
156,6519.63,0.20148,0.39536,0.14046,0.77366,0,0.9863,0.98773,0.99031,0.86354,0.97844,0.98015,0.98199,0.75716,0.598,2.16089,0.27522,1.22796,0,0.000524923,0.000524923,0.000524923
157,6561.04,0.19271,0.38303,0.13792,0.77114,0,0.98581,0.9887,0.99039,0.86447,0.97802,0.98061,0.98205,0.7603,0.589,2.15435,0.27335,1.22573,0,0.000521858,0.000521858,0.000521858
158,6602.52,0.19725,0.39279,0.13894,0.77245,0,0.98479,0.98879,0.99022,0.86444,0.97732,0.9813,0.98218,0.75902,0.58703,2.17912,0.27203,1.22958,0,0.000518793,0.000518793,0.000518793
159,6643.99,0.19807,0.39137,0.13982,0.77063,0,0.98545,0.9875,0.99018,0.86446,0.97812,0.97988,0.98226,0.75885,0.58585,2.13986,0.2721,1.22239,0,0.000515728,0.000515728,0.000515728
160,6685.38,0.19671,0.38806,0.13915,0.77285,0,0.98587,0.98733,0.98986,0.86454,0.97811,0.97951,0.98168,0.75851,0.58749,2.16388,0.27049,1.22605,0,0.000512663,0.000512663,0.000512663
161,6726.88,0.19495,0.38769,0.13841,0.77216,0,0.98522,0.98912,0.99013,0.86403,0.9778,0.98164,0.98285,0.75916,0.5893,2.17604,0.27225,1.23265,0,0.000509598,0.000509598,0.000509598
162,6768.39,0.20003,0.39666,0.13991,0.77324,0,0.98614,0.9881,0.99014,0.86486,0.97884,0.98057,0.9823,0.76113,0.58394,2.12596,0.27189,1.22379,0,0.000506533,0.000506533,0.000506533
163,6810.02,0.19608,0.39437,0.1389,0.77209,0,0.98696,0.9883,0.99025,0.86481,0.97853,0.9799,0.98166,0.75958,0.58745,2.13751,0.27351,1.22683,0,0.000503467,0.000503467,0.000503467
164,6851.44,0.19466,0.38855,0.13853,0.77185,0,0.98618,0.98841,0.99034,0.86522,0.97896,0.98104,0.98267,0.76083,0.58697,2.14211,0.27068,1.22379,0,0.000500402,0.000500402,0.000500402
165,6892.92,0.19477,0.3891,0.13766,0.77065,0,0.98512,0.98936,0.99027,0.86421,0.97738,0.98148,0.98218,0.75985,0.58251,2.15214,0.27106,1.22735,0,0.000497337,0.000497337,0.000497337
166,6934.43,0.19125,0.38625,0.13627,0.76931,0,0.98677,0.98839,0.99059,0.86577,0.97939,0.98103,0.9835,0.76103,0.5815,2.14199,0.27162,1.22657,0,0.000494272,0.000494272,0.000494272
167,6975.99,0.19284,0.38092,0.13785,0.76992,0,0.9856,0.98974,0.99057,0.86487,0.97808,0.98249,0.98338,0.76165,0.58539,2.1606,0.26978,1.22793,0,0.000491207,0.000491207,0.000491207
168,7017.41,0.19135,0.38273,0.13648,0.77039,0,0.98602,0.98891,0.99049,0.86542,0.97858,0.98148,0.98267,0.76154,0.58172,2.14355,0.26974,1.226,0,0.000488142,0.000488142,0.000488142
169,7058.87,0.19937,0.40214,0.13971,0.77425,0,0.987,0.98858,0.99046,0.86505,0.9797,0.98109,0.98319,0.76171,0.58465,2.11161,0.26974,1.22382,0,0.000485077,0.000485077,0.000485077
170,7100.46,0.19438,0.3886,0.13778,0.77172,0,0.98595,0.98818,0.99071,0.86581,0.97903,0.98132,0.98356,0.76261,0.58563,2.1159,0.27027,1.22183,0,0.000482012,0.000482012,0.000482012
171,7141.99,0.19393,0.38672,0.13746,0.77162,0,0.98607,0.98792,0.9904,0.86572,0.97905,0.98002,0.9833,0.76276,0.58059,2.10242,0.2694,1.21991,0,0.000478947,0.000478947,0.000478947
172,7183.5,0.19317,0.38529,0.13682,0.77172,0,0.98651,0.9892,0.99072,0.86536,0.97893,0.98158,0.98304,0.76202,0.57884,2.14799,0.26893,1.22155,0,0.000475882,0.000475882,0.000475882
173,7224.95,0.18944,0.3794,0.13554,0.7696,0,0.98676,0.98888,0.9905,0.86538,0.97895,0.98098,0.98246,0.75981,0.58227,2.16634,0.26982,1.22704,0,0.000472817,0.000472817,0.000472817
174,7266.48,0.19331,0.38111,0.13718,0.7696,0,0.98673,0.98828,0.99058,0.86487,0.97911,0.98065,0.98285,0.76038,0.58626,2.1667,0.27003,1.22836,0,0.000469752,0.000469752,0.000469752
175,7308.14,0.19373,0.38308,0.13728,0.77298,0,0.98595,0.98915,0.99077,0.86558,0.97933,0.98247,0.98371,0.76105,0.58256,2.1739,0.26872,1.22244,0,0.000466687,0.000466687,0.000466687
176,7349.7,0.19066,0.3825,0.13576,0.77146,0,0.98621,0.98878,0.99088,0.86701,0.9789,0.98144,0.98331,0.76223,0.5775,2.15492,0.26719,1.21579,0,0.000463622,0.000463622,0.000463622
177,7391.1,0.19031,0.38511,0.13566,0.77048,0,0.98565,0.98848,0.99078,0.86667,0.9786,0.98106,0.98323,0.76251,0.57921,2.16173,0.26756,1.22094,0,0.000460557,0.000460557,0.000460557
178,7432.6,0.1907,0.37893,0.13563,0.77073,0,0.98547,0.98896,0.99082,0.86669,0.97847,0.9811,0.9834,0.7625,0.57844,2.14666,0.26862,1.22114,0,0.000457492,0.000457492,0.000457492
179,7473.99,0.19042,0.38239,0.13537,0.77023,0,0.98564,0.98892,0.99081,0.86627,0.97824,0.9815,0.98313,0.76173,0.58156,2.16716,0.26888,1.22414,0,0.000454427,0.000454427,0.000454427
180,7515.39,0.19219,0.3842,0.13597,0.77105,0,0.98639,0.98861,0.99066,0.86577,0.97906,0.98127,0.98298,0.76214,0.58353,2.16045,0.26837,1.22783,0,0.000451362,0.000451362,0.000451362
181,7556.81,0.19279,0.384,0.13621,0.77209,0,0.98556,0.98913,0.99049,0.86649,0.97849,0.98204,0.98304,0.7632,0.5815,2.1578,0.26855,1.22509,0,0.000448297,0.000448297,0.000448297
182,7598.18,0.19047,0.38013,0.13593,0.77156,0,0.98557,0.98881,0.99048,0.86662,0.97859,0.98207,0.98307,0.76316,0.58061,2.1896,0.26866,1.2261,0,0.000445232,0.000445232,0.000445232
183,7639.8,0.18456,0.36958,0.13438,0.76794,0,0.98603,0.98958,0.99045,0.86702,0.97883,0.98179,0.9827,0.76401,0.5763,2.1476,0.26692,1.22242,0,0.000442167,0.000442167,0.000442167
184,7682.05,0.18701,0.37881,0.13355,0.77035,0,0.98589,0.98937,0.99053,0.86677,0.97877,0.98215,0.98301,0.76303,0.57879,2.17512,0.26834,1.22368,0,0.000439102,0.000439102,0.000439102
185,7723.72,0.18371,0.36748,0.13277,0.76819,0,0.98626,0.98892,0.99049,0.86635,0.97884,0.98151,0.98259,0.76231,0.57897,2.22557,0.26829,1.22763,0,0.000436037,0.000436037,0.000436037
186,7765.19,0.18932,0.3824,0.13464,0.77094,0,0.98568,0.98837,0.99046,0.86593,0.97874,0.9806,0.98294,0.7616,0.57871,2.18592,0.26879,1.22545,0,0.000432972,0.000432972,0.000432972
187,7806.8,0.1882,0.37371,0.13403,0.77095,0,0.98571,0.98911,0.99049,0.86523,0.97886,0.98059,0.9826,0.76099,0.58395,2.21245,0.26956,1.23117,0,0.000429907,0.000429907,0.000429907
188,7848.26,0.18869,0.37469,0.13505,0.77101,0,0.98589,0.9893,0.99044,0.86487,0.97835,0.98176,0.98303,0.76212,0.58426,2.22866,0.27045,1.22931,0,0.000426842,0.000426842,0.000426842
189,7889.75,0.18743,0.37845,0.13427,0.77036,0,0.98687,0.98902,0.9905,0.86514,0.97925,0.98116,0.98284,0.76172,0.57909,2.20114,0.26883,1.22981,0,0.000423777,0.000423777,0.000423777
190,7931.21,0.18962,0.38185,0.1349,0.77108,0,0.98653,0.98881,0.99055,0.86592,0.97912,0.98104,0.98314,0.76279,0.58042,2.17816,0.26861,1.2292,0,0.000420712,0.000420712,0.000420712
191,7972.63,0.18425,0.37515,0.13296,0.77026,0,0.98539,0.9895,0.99057,0.86598,0.97794,0.9806,0.98227,0.76155,0.58143,2.21986,0.26917,1.23148,0,0.000417647,0.000417647,0.000417647
192,8014.09,0.18364,0.36735,0.13264,0.76772,0,0.9855,0.98946,0.99056,0.86596,0.97751,0.98142,0.98266,0.76191,0.57917,2.23472,0.26879,1.23094,0,0.000414582,0.000414582,0.000414582
193,8055.58,0.18199,0.37103,0.13263,0.76804,0,0.98609,0.98853,0.99065,0.86666,0.97892,0.98099,0.98356,0.76207,0.57703,2.19407,0.26942,1.23131,0,0.000411517,0.000411517,0.000411517
194,8097.04,0.1834,0.37378,0.13223,0.76962,0,0.98607,0.98972,0.99058,0.86716,0.97877,0.98204,0.98312,0.76267,0.57523,2.20702,0.26913,1.22923,0,0.000408452,0.000408452,0.000408452
195,8138.78,0.18456,0.37619,0.13337,0.77021,0,0.98626,0.98872,0.99055,0.86678,0.97969,0.98153,0.98348,0.76342,0.57862,2.20908,0.2684,1.22621,0,0.000405387,0.000405387,0.000405387
196,8180.13,0.18756,0.3777,0.13346,0.77058,0,0.98503,0.98991,0.99062,0.86629,0.97815,0.98087,0.98243,0.76253,0.58103,2.20392,0.2687,1.22659,0,0.000402322,0.000402322,0.000402322
197,8221.59,0.18572,0.37829,0.13324,0.77004,0,0.98569,0.98924,0.99059,0.86659,0.97877,0.98088,0.9832,0.76209,0.58269,2.21822,0.26817,1.23031,0,0.000399257,0.000399257,0.000399257
198,8262.92,0.18364,0.37807,0.13249,0.76965,0,0.98526,0.98924,0.99058,0.86884,0.97742,0.98079,0.98217,0.76546,0.57642,2.16061,0.26663,1.22246,0,0.000396192,0.000396192,0.000396192
199,8305.36,0.17991,0.36563,0.13166,0.76839,0,0.98659,0.98814,0.99045,0.86853,0.97925,0.9807,0.9828,0.76436,0.57725,2.19627,0.26708,1.22365,0,0.000393127,0.000393127,0.000393127
200,8346.79,0.18186,0.36947,0.13248,0.76963,0,0.98556,0.9892,0.99043,0.86772,0.97827,0.9811,0.98245,0.7649,0.57602,2.19351,0.26632,1.22589,0,0.000390062,0.000390062,0.000390062
201,8388.34,0.18064,0.36882,0.13118,0.76848,0,0.98645,0.98803,0.99027,0.86741,0.97984,0.98094,0.98324,0.76336,0.57477,2.22066,0.26729,1.22843,0,0.000386997,0.000386997,0.000386997
202,8429.94,0.18342,0.36965,0.13192,0.76923,0,0.98637,0.98839,0.99036,0.86769,0.97917,0.98119,0.98339,0.76442,0.57551,2.19406,0.26639,1.22988,0,0.000383932,0.000383932,0.000383932
203,8471.45,0.17534,0.35602,0.1292,0.76681,0,0.98613,0.98827,0.99038,0.86722,0.9795,0.98138,0.98355,0.76355,0.57505,2.23718,0.26733,1.23341,0,0.000380867,0.000380867,0.000380867
204,8512.99,0.1857,0.37402,0.13238,0.77096,0,0.98666,0.98859,0.99046,0.86592,0.97976,0.98144,0.98345,0.76293,0.57886,2.24545,0.26761,1.23613,0,0.000377802,0.000377802,0.000377802
205,8554.46,0.18365,0.36978,0.13214,0.76993,0,0.98657,0.98856,0.99079,0.86681,0.97854,0.98049,0.98336,0.76395,0.58357,2.24765,0.26855,1.24159,0,0.000374737,0.000374737,0.000374737
206,8595.84,0.17734,0.36466,0.12971,0.76856,0,0.9861,0.98851,0.99071,0.86746,0.97852,0.98076,0.98332,0.76435,0.57634,2.22657,0.26708,1.23278,0,0.000371672,0.000371672,0.000371672
207,8637.35,0.18,0.3633,0.13046,0.76844,0,0.98649,0.98891,0.99066,0.86795,0.97967,0.98175,0.98374,0.7648,0.57607,2.23318,0.26767,1.23356,0,0.000368607,0.000368607,0.000368607
208,8678.82,0.18152,0.36769,0.13126,0.76818,0,0.98701,0.989,0.99067,0.86733,0.97987,0.98162,0.98352,0.76474,0.57723,2.23545,0.26844,1.23428,0,0.000365542,0.000365542,0.000365542
209,8720.3,0.18843,0.37389,0.1338,0.7709,0,0.98627,0.98907,0.99058,0.86694,0.97988,0.98063,0.98307,0.76182,0.58053,2.26368,0.26966,1.23753,0,0.000362477,0.000362477,0.000362477
210,8761.78,0.18002,0.36252,0.1311,0.76793,0,0.9856,0.98902,0.99061,0.86775,0.97946,0.98012,0.98319,0.76393,0.582,2.24988,0.26987,1.23937,0,0.000359412,0.000359412,0.000359412
211,8803.21,0.17529,0.35054,0.12898,0.76781,0,0.98649,0.98807,0.9906,0.86783,0.97922,0.98042,0.98319,0.76421,0.57682,2.26002,0.26841,1.23499,0,0.000356347,0.000356347,0.000356347
212,8844.66,0.18346,0.3699,0.13128,0.77234,0,0.98581,0.98901,0.99064,0.86795,0.97949,0.98069,0.98318,0.76541,0.57782,2.24048,0.26805,1.23291,0,0.000353282,0.000353282,0.000353282
213,8886.09,0.1811,0.3686,0.1311,0.76881,0,0.98677,0.98794,0.99072,0.86677,0.97941,0.98045,0.98308,0.76442,0.57916,2.23704,0.26814,1.24037,0,0.000350217,0.000350217,0.000350217
214,8927.59,0.17796,0.36042,0.12971,0.76774,0,0.98442,0.99017,0.99071,0.86678,0.9769,0.98225,0.98298,0.76366,0.57918,2.23171,0.26766,1.23774,0,0.000347152,0.000347152,0.000347152
215,8969.21,0.17828,0.36386,0.12987,0.76773,0,0.98603,0.98937,0.99075,0.86687,0.97826,0.98203,0.98317,0.76426,0.57833,2.24613,0.26763,1.23817,0,0.000344087,0.000344087,0.000344087
216,9010.58,0.17333,0.3548,0.12784,0.76655,0,0.98647,0.98891,0.99057,0.8659,0.97844,0.98065,0.98239,0.76258,0.58013,2.2629,0.2687,1.24184,0,0.000341022,0.000341022,0.000341022
217,9052.07,0.17788,0.36312,0.12949,0.76742,0,0.98638,0.98877,0.99042,0.86772,0.97921,0.98169,0.98354,0.76524,0.57207,2.1975,0.26617,1.23034,0,0.000337957,0.000337957,0.000337957
218,9093.58,0.18098,0.36535,0.13052,0.77027,0,0.98661,0.98855,0.99049,0.867,0.97951,0.98142,0.98364,0.76325,0.57688,2.23081,0.26762,1.23859,0,0.000334892,0.000334892,0.000334892
219,9135.07,0.18209,0.36619,0.13115,0.77043,0,0.98655,0.98912,0.99055,0.86827,0.9792,0.98242,0.98351,0.7647,0.57292,2.2011,0.26668,1.2304,0,0.000331827,0.000331827,0.000331827
220,9176.57,0.17376,0.35584,0.12797,0.76766,0,0.98751,0.98873,0.99067,0.86804,0.98018,0.98112,0.98307,0.76486,0.57466,2.25211,0.26697,1.2361,0,0.000328762,0.000328762,0.000328762
221,9217.97,0.17916,0.36133,0.12939,0.76863,0,0.98684,0.98844,0.99045,0.86559,0.97956,0.98034,0.98301,0.76224,0.5844,2.31818,0.26978,1.25138,0,0.000325697,0.000325697,0.000325697
222,9259.47,0.18067,0.37059,0.12981,0.77026,0,0.98694,0.98816,0.99049,0.86643,0.98013,0.98113,0.98365,0.76386,0.58131,2.26416,0.2684,1.24603,0,0.000322632,0.000322632,0.000322632
223,9300.92,0.17605,0.35833,0.12902,0.76799,0,0.98726,0.98845,0.99059,0.8671,0.97979,0.98067,0.98324,0.76409,0.57636,2.24899,0.26662,1.23953,0,0.000319567,0.000319567,0.000319567
224,9342.53,0.17331,0.35738,0.1279,0.7676,0,0.98673,0.98904,0.99063,0.86702,0.97912,0.9809,0.98303,0.76482,0.57674,2.26282,0.2663,1.24135,0,0.000316502,0.000316502,0.000316502
225,9383.86,0.17404,0.35026,0.12824,0.76797,0,0.98717,0.98847,0.99062,0.86734,0.9799,0.98096,0.98318,0.76495,0.57526,2.26891,0.26606,1.24026,0,0.000313437,0.000313437,0.000313437
226,9425.55,0.17373,0.36001,0.12782,0.76842,0,0.98686,0.9884,0.99044,0.86731,0.9795,0.9807,0.98288,0.76419,0.57524,2.24474,0.26645,1.23825,0,0.000310372,0.000310372,0.000310372
227,9467.05,0.1725,0.35179,0.1276,0.76836,0,0.98586,0.98911,0.99048,0.86742,0.97814,0.98132,0.9829,0.76563,0.57557,2.26319,0.26567,1.23756,0,0.000307307,0.000307307,0.000307307
228,9508.47,0.17424,0.35552,0.12846,0.7682,0,0.98553,0.9893,0.99047,0.86792,0.97945,0.98102,0.98351,0.76441,0.57485,2.25707,0.26526,1.23624,0,0.000304241,0.000304241,0.000304241
229,9549.88,0.17605,0.36278,0.12813,0.76917,0,0.98624,0.98858,0.99043,0.86798,0.97939,0.98075,0.98316,0.76619,0.57472,2.25976,0.2655,1.23753,0,0.000301176,0.000301176,0.000301176
230,9591.45,0.17259,0.35327,0.12718,0.76747,0,0.98635,0.98912,0.99034,0.86782,0.97849,0.9811,0.98273,0.76489,0.57473,2.28493,0.266,1.23804,0,0.000298111,0.000298111,0.000298111
231,9632.94,0.17537,0.36334,0.12798,0.76839,0,0.98615,0.98918,0.99045,0.86742,0.97829,0.98088,0.98267,0.76493,0.5759,2.30444,0.26689,1.24353,0,0.000295046,0.000295046,0.000295046
232,9674.39,0.17343,0.35516,0.12741,0.76714,0,0.98625,0.98855,0.99046,0.86732,0.97948,0.98138,0.98347,0.76455,0.57527,2.29843,0.26743,1.24124,0,0.000291981,0.000291981,0.000291981
233,9715.84,0.16884,0.34909,0.12574,0.76701,0,0.98629,0.98883,0.99068,0.86784,0.97928,0.98165,0.98341,0.76508,0.57386,2.30346,0.26708,1.2417,0,0.000288916,0.000288916,0.000288916
234,9757.39,0.17214,0.35426,0.12664,0.76835,0,0.98662,0.98849,0.99053,0.8678,0.97957,0.98132,0.98349,0.76498,0.57356,2.30109,0.26594,1.23997,0,0.000285851,0.000285851,0.000285851
235,9798.95,0.17455,0.35376,0.12723,0.76869,0,0.98681,0.98887,0.99038,0.86845,0.9794,0.98137,0.98292,0.76527,0.57231,2.27871,0.26597,1.23827,0,0.000282786,0.000282786,0.000282786
236,9840.44,0.17714,0.3604,0.12799,0.76911,0,0.98699,0.9889,0.9904,0.8679,0.97963,0.98137,0.98303,0.76489,0.5746,2.30526,0.26731,1.24082,0,0.000279721,0.000279721,0.000279721
237,9882.02,0.17157,0.3461,0.12601,0.76739,0,0.9872,0.9887,0.9904,0.86815,0.97961,0.98096,0.9828,0.76508,0.57378,2.3094,0.26689,1.24105,0,0.000276656,0.000276656,0.000276656
238,9923.56,0.17111,0.34793,0.12576,0.76687,0,0.98696,0.98849,0.99023,0.86809,0.98018,0.98142,0.98307,0.76581,0.57308,2.29635,0.26611,1.24053,0,0.000273591,0.000273591,0.000273591
239,9965.11,0.16461,0.33734,0.12462,0.76476,0,0.98656,0.98871,0.99026,0.86844,0.98012,0.98103,0.98291,0.76672,0.57194,2.29736,0.266,1.24091,0,0.000270526,0.000270526,0.000270526
240,10007.4,0.16827,0.34787,0.12506,0.76673,0,0.98699,0.98829,0.99038,0.86852,0.97991,0.98088,0.98308,0.76655,0.57092,2.30375,0.26584,1.24072,0,0.000267461,0.000267461,0.000267461
241,10048.8,0.17266,0.3498,0.12658,0.76812,0,0.98672,0.98802,0.99033,0.86863,0.98007,0.98115,0.98367,0.76689,0.57035,2.28201,0.2652,1.23909,0,0.000264396,0.000264396,0.000264396
242,10091.1,0.16846,0.3517,0.12506,0.76637,0,0.98656,0.9881,0.9903,0.86897,0.97935,0.98067,0.98283,0.76748,0.57085,2.27202,0.26553,1.23883,0,0.000261331,0.000261331,0.000261331
243,10133.5,0.16862,0.35287,0.12465,0.76707,0,0.98671,0.98812,0.99034,0.86833,0.97912,0.98043,0.9828,0.76682,0.57095,2.26734,0.26548,1.24055,0,0.000258266,0.000258266,0.000258266
244,10175,0.16804,0.34235,0.12463,0.76637,0,0.98663,0.98818,0.99031,0.86812,0.97973,0.98109,0.9832,0.7665,0.57165,2.30243,0.26534,1.24303,0,0.000255201,0.000255201,0.000255201
245,10216.6,0.17058,0.34966,0.12564,0.76902,0,0.98658,0.98815,0.99041,0.86831,0.97959,0.981,0.98324,0.76689,0.57183,2.3053,0.26522,1.24416,0,0.000252136,0.000252136,0.000252136
246,10258.1,0.17342,0.35671,0.12637,0.76885,0,0.98663,0.98858,0.99051,0.86751,0.97938,0.98095,0.98311,0.76609,0.57547,2.32058,0.26627,1.2495,0,0.000249071,0.000249071,0.000249071
